material,site,species,rain_q1.low,rain_q1.med,rain_q1.high,rain_q2.norain,rain_q2.low,rain_q2.med,rain_q3.norain,rain_q3.low,rain_q4.low,rain_q4.med,rain_q4.high,productivity
as,dourados,corn,0,0,1,0,1,0,0,1,0,1,0,140.5
ns,dourados,corn,0,0,1,0,1,0,0,1,0,1,0,139.3
2b,sãogabrieldooeste,corn,0,0,1,0,1,0,0,1,0,1,0,121.9
gn,dourados,corn,0,0,1,0,1,0,0,1,0,1,0,136.7
2b,amambai,corn,0,0,1,0,1,0,0,1,0,1,0,98.9
2b,dourados,corn,0,0,1,0,1,0,0,1,0,1,0,136.1
2b,maracaju,corn,0,0,1,0,1,0,0,1,0,1,0,90.8
gn,naviraí,soy,0,0,1,0,1,0,0,1,0,1,0,81.1
20,dourados,corn,0,0,1,0,1,0,0,1,0,1,0,129.8
ns,bonito,soy,0,0,1,0,1,0,0,1,0,1,0,50.9
ns,caarapó,soy,0,0,1,0,1,0,0,1,0,1,0,65.3
sy,caarapó,soy,0,0,1,0,1,0,0,1,0,1,0,65
cd,caarapó,soy,0,0,1,0,1,0,0,1,0,1,0,64.2
cd,caarapó,soy,0,0,1,0,1,0,0,1,0,1,0,64
ns,dourados,corn,0,0,1,0,1,0,0,1,0,1,0,132.6
br,sãogabrieldooeste,soy,0,0,1,0,1,0,0,1,0,1,0,92.2
gn,dourados,corn,0,0,1,0,1,0,0,1,0,1,0,131.4
dk,dourados,corn,0,0,1,0,1,0,0,1,0,1,0,131.3
7b,dourados,corn,0,0,1,0,1,0,0,1,0,1,0,130.2
rk,caarapó,soy,0,0,1,0,1,0,0,1,0,1,0,61.4
2b,amambai,corn,0,0,1,0,1,0,0,1,0,1,0,98.7
ns,caarapó,soy,0,0,1,0,1,0,0,1,0,1,0,60.7
2b,maracaju,corn,0,0,1,0,1,0,0,1,0,1,0,96
2b,naviraí,corn,0,0,1,0,1,0,0,1,0,1,0,120.7
br,caarapó,soy,0,0,1,0,1,0,0,1,0,1,0,59.9
2b,sidrolândia,corn,0,0,1,0,1,0,0,1,0,1,0,135.3
gn,caarapó,soy,0,0,1,0,1,0,0,1,0,1,0,58.3
bg,amambai,corn,0,0,1,0,1,0,0,1,0,1,0,83.8
na,antôniojoão,soy,0,0,1,0,1,0,0,1,0,1,0,63.2
cd,antôniojoão,soy,0,0,1,0,1,0,0,1,0,1,0,63.2
ns,antôniojoão,soy,0,0,1,0,1,0,0,1,0,1,0,63.1
pr,caarapó,soy,0,0,1,0,1,0,0,1,0,1,0,53.8
2b,dourados,corn,0,0,1,0,1,0,0,1,0,1,0,150.6
dk,amambai,corn,0,0,1,0,1,0,0,1,0,1,0,95.6
fp,antôniojoão,soy,0,0,1,0,1,0,0,1,0,1,0,62.6
cs,sãogabrieldooeste,soy,0,0,1,0,1,0,0,1,0,1,0,71.5
as,amambai,corn,0,0,1,0,1,0,0,1,0,1,0,88.5
dk,dourados,corn,0,0,1,0,1,0,0,1,0,1,0,119
in,caarapó,soy,0,0,1,0,1,0,0,1,0,1,0,50.9
dk,maracaju,corn,0,0,1,0,1,0,0,1,0,1,0,91.2
as,sãogabrieldooeste,corn,0,0,1,0,1,0,0,1,0,1,0,121.6
rk,caarapó,soy,0,0,1,0,1,0,0,1,0,1,0,49.9
tm,caarapó,soy,0,0,1,0,1,0,0,1,0,1,0,49.9
cd,antôniojoão,soy,0,0,1,0,1,0,0,1,0,1,0,60.7
cd,antôniojoão,soy,0,0,1,0,1,0,0,1,0,1,0,60.3
p3,amambai,corn,0,0,1,0,1,0,0,1,0,1,0,90.2
dk,sãogabrieldooeste,corn,0,0,1,0,1,0,0,1,0,1,0,127.4
bx,dourados,corn,0,0,1,0,1,0,0,1,0,1,0,138.2
fo,dourados,corn,0,0,1,0,1,0,0,1,0,1,0,119.6
rk,caarapó,soy,0,0,1,0,1,0,0,1,0,1,0,46.4
bx,naviraí,corn,0,0,1,0,1,0,0,1,0,1,0,129.1
dk,amambai,corn,0,0,1,0,1,0,0,1,0,1,0,114.3
cd,amambai,corn,0,0,1,0,1,0,0,1,0,1,0,87.9
lg,dourados,corn,0,0,1,0,1,0,0,1,0,1,0,117.4
p3,dourados,corn,0,0,1,0,1,0,0,1,0,1,0,114.7
5g,antôniojoão,soy,0,0,1,0,1,0,0,1,0,1,0,56.5
m6,riobrilhante,soy,0,0,1,0,1,0,0,1,0,1,0,66.2
p3,naviraí,corn,0,0,1,0,1,0,0,1,0,1,0,103.3
ag,dourados,corn,0,0,1,0,1,0,0,1,0,1,0,112.8
gn,caarapó,soy,0,0,1,0,1,0,0,1,0,1,0,59.1
sy,dourados,soy,0,0,1,0,1,0,0,1,0,1,0,30.8
cd,dourados,corn,0,0,1,0,1,0,0,1,0,1,0,105.4
dk,dourados,corn,0,0,1,0,1,0,0,1,0,1,0,117.4
br,caarapó,soy,0,0,1,0,1,0,0,1,0,1,0,58.3
dk,naviraí,corn,0,0,1,0,1,0,0,1,0,1,0,104
ns,caarapó,soy,0,0,1,0,1,0,0,1,0,1,0,57.3
ag,maracaju,corn,0,0,1,0,1,0,0,1,0,1,0,122
2b,naviraí,corn,0,0,1,0,1,0,0,1,0,1,0,125.2
in,caarapó,soy,0,0,1,0,1,0,0,1,0,1,0,57.2
dk,maracaju,corn,0,0,1,0,1,0,0,1,0,1,0,95.1
bs,caarapó,soy,0,0,1,0,1,0,0,1,0,1,0,56.1
br,riobrilhante,soy,0,0,1,0,1,0,0,1,0,1,0,61.5
te,caarapó,soy,0,0,1,0,1,0,0,1,0,1,0,55.4
dk,sidrolândia,corn,0,0,1,0,1,0,0,1,0,1,0,126.9
cd,bonito,soy,0,0,1,0,1,0,0,1,0,1,0,51.4
bg,naviraí,corn,0,0,1,0,1,0,0,1,0,1,0,100.4
p3,maracaju,corn,0,0,1,0,1,0,0,1,0,1,0,111.4
p3,maracaju,corn,0,0,1,0,1,0,0,1,0,1,0,110.5
gn,caarapó,soy,0,0,1,0,1,0,0,1,0,1,0,48.9
dk,maracaju,corn,0,0,1,0,1,0,0,1,0,1,0,109.2
cd,dourados,soy,0,0,1,0,1,0,0,1,0,1,0,24
cd,riobrilhante,soy,0,0,1,0,1,0,0,1,0,1,0,57.4
bg,sãogabrieldooeste,corn,0,0,1,0,1,0,0,1,0,1,0,118.3
gn,maracaju,corn,0,0,1,0,1,0,0,1,0,1,0,106.9
br,campogrande,soy,0,0,1,0,1,0,0,1,0,1,0,82.6
m6,campogrande,soy,0,0,1,0,1,0,0,1,0,1,0,82.4
as,dourados,corn,0,0,1,0,1,0,0,1,0,1,0,110.4
sy,campogrande,soy,0,0,1,0,1,0,0,1,0,1,0,79
as,maracaju,corn,0,0,1,0,1,0,0,1,0,1,0,90.6
rb,maracaju,corn,0,0,1,0,1,0,0,1,0,1,0,104.2
dm,campogrande,soy,0,0,1,0,1,0,0,1,0,1,0,76.8
ns,riobrilhante,soy,0,0,1,0,1,0,0,1,0,1,0,47.2
tm,riobrilhante,soy,0,0,1,0,1,0,0,1,0,1,0,44.9
gm,campogrande,soy,0,0,1,0,1,0,0,1,0,1,0,75.3
30,dourados,corn,0,0,1,0,1,0,0,1,0,1,0,124.1
ag,maracaju,corn,0,0,1,0,1,0,0,1,0,1,0,102.9
2b,sãogabrieldooeste,corn,0,0,1,0,1,0,0,1,0,1,0,132.3
as,amambai,corn,0,0,1,0,1,0,0,1,0,1,0,109.3
20,amambai,corn,0,0,1,0,1,0,0,1,0,1,0,85.2
te,campogrande,soy,0,0,1,0,1,0,0,1,0,1,0,72.2
sy,campogrande,soy,0,0,1,0,1,0,0,1,0,1,0,71.9
as,maracaju,corn,0,0,1,0,1,0,0,1,0,1,0,100.3
gn,riobrilhante,soy,0,0,1,0,1,0,0,1,0,1,0,58.4
br,bonito,soy,0,0,1,0,1,0,0,1,0,1,0,60.2
gn,riobrilhante,soy,0,0,1,0,1,0,0,1,0,1,0,57.7
sy,riobrilhante,soy,0,0,1,0,1,0,0,1,0,1,0,56.9
ns,maracaju,corn,0,0,1,0,1,0,0,1,0,1,0,98.2
cd,campogrande,soy,0,0,1,0,1,0,0,1,0,1,0,68.8
tm,riobrilhante,soy,0,0,1,0,1,0,0,1,0,1,0,55.9
tm,campogrande,soy,0,0,1,0,1,0,0,1,0,1,0,67.9
ag,naviraí,corn,0,0,1,0,1,0,0,1,0,1,0,120.9
na,riobrilhante,soy,0,0,1,0,1,0,0,1,0,1,0,55.3
fp,riobrilhante,soy,0,0,1,0,1,0,0,1,0,1,0,54.6
tm,riobrilhante,soy,0,0,1,0,1,0,0,1,0,1,0,52.8
ns,amambai,soy,0,0,1,0,1,0,0,1,0,1,0,33.8
br,maracaju,corn,0,0,1,0,1,0,0,1,0,1,0,109.2
br,riobrilhante,soy,0,0,1,0,1,0,0,1,0,1,0,51.7
lg,naviraí,corn,0,0,1,0,1,0,0,1,0,1,0,94.2
bg,maracaju,corn,0,0,1,0,1,0,0,1,0,1,0,92.4
ns,riobrilhante,soy,0,0,1,0,1,0,0,1,0,1,0,45.2
br,riobrilhante,soy,0,0,1,0,1,0,0,1,0,1,0,61.8
te,dourados,soy,0,0,1,0,1,0,0,1,0,1,0,42.6
ns,maracaju,corn,0,0,1,0,1,0,0,1,0,1,0,90.7
ag,sidrolândia,corn,0,0,1,0,1,0,0,1,0,1,0,136.5
cd,riobrilhante,soy,0,0,1,0,1,0,0,1,0,1,0,58.5
ns,riobrilhante,soy,0,0,1,0,1,0,0,1,0,1,0,57.7
br,sãogabrieldooeste,corn,0,0,1,0,1,0,0,1,0,1,0,125.9
m6,dourados,soy,0,0,1,0,1,0,0,1,0,1,0,40.9
ag,sãogabrieldooeste,corn,0,0,1,0,1,0,0,1,0,1,0,115.9
br,sidrolândia,corn,0,0,1,0,1,0,0,1,0,1,0,143.3
cd,dourados,soy,0,0,1,0,1,0,0,1,0,1,0,39.7
gn,riobrilhante,soy,0,0,1,0,1,0,0,1,0,1,0,54.6
tm,riobrilhante,soy,0,0,1,0,1,0,0,1,0,1,0,53.3
rk,dourados,soy,0,0,1,0,1,0,0,1,0,1,0,39.4
fo,maracaju,corn,0,0,1,0,1,0,0,1,0,1,0,86
gm,riobrilhante,soy,0,0,1,0,1,0,0,1,0,1,0,47.2
gn,sãogabrieldooeste,corn,0,0,1,0,1,0,0,1,0,1,0,133
p3,amambai,corn,0,0,1,0,1,0,0,1,0,1,0,81.9
cd,amambai,corn,0,0,1,0,1,0,0,1,0,1,0,97.1
cd,dourados,corn,0,0,1,0,1,0,0,1,0,1,0,125.6
cd,maracaju,corn,0,0,1,0,1,0,0,1,0,1,0,103.5
p3,dourados,corn,0,0,1,0,1,0,0,1,0,1,0,116.8
cd,sãogabrieldooeste,corn,0,0,1,0,1,0,0,1,0,1,0,112
tm,dourados,soy,0,0,1,0,1,0,0,1,0,1,0,37.4
gn,dourados,soy,0,0,1,0,1,0,0,1,0,1,0,37.3
bs,dourados,soy,0,0,1,0,1,0,0,1,0,1,0,37.3
2b,sãogabrieldooeste,corn,0,0,1,0,1,0,0,1,0,1,0,129
fo,dourados,corn,0,0,1,0,1,0,0,1,0,1,0,120.1
in,dourados,soy,0,0,1,0,1,0,0,1,0,1,0,36.6
st,dourados,soy,0,0,1,0,1,0,0,1,0,1,0,35.8
fp,sãogabrieldooeste,soy,0,0,1,0,1,0,0,1,0,1,0,76.2
cd,dourados,soy,0,0,1,0,1,0,0,1,0,1,0,35.4
ns,sãogabrieldooeste,soy,0,0,1,0,1,0,0,1,0,1,0,75.7
cd,dourados,soy,0,0,1,0,1,0,0,1,0,1,0,35.4
br,amambai,corn,0,0,1,0,1,0,0,1,0,1,0,109.2
dk,naviraí,corn,0,0,1,0,1,0,0,1,0,1,0,119.9
ag,sãogabrieldooeste,corn,0,0,1,0,1,0,0,1,0,1,0,111.2
br,dourados,soy,0,0,1,0,1,0,0,1,0,1,0,34.8
bs,dourados,soy,0,0,1,0,1,0,0,1,0,1,0,34.7
te,maracaju,soy,0,0,1,0,1,0,0,1,0,1,0,53.6
br,maracaju,soy,0,0,1,0,1,0,0,1,0,1,0,53
cd,maracaju,soy,0,0,1,0,1,0,0,1,0,1,0,52
pr,dourados,soy,0,0,1,0,1,0,0,1,0,1,0,33.2
br,antôniojoão,soy,0,0,1,0,1,0,0,1,0,1,0,61.3
br,dourados,soy,0,0,1,0,1,0,0,1,0,1,0,30.7
gm,sãogabrieldooeste,soy,0,0,1,0,1,0,0,1,0,1,0,65.7
2b,sidrolândia,corn,0,0,1,0,1,0,0,1,0,1,0,147.9
5g,dourados,soy,0,0,1,0,1,0,0,1,0,1,0,18.4
br,antôniojoão,soy,0,0,1,0,1,0,0,1,0,1,0,59.9
bg,naviraí,corn,0,0,1,0,1,0,0,1,0,1,0,110.5
ga,sãogabrieldooeste,corn,0,0,1,0,1,0,0,1,0,1,0,108.6
lg,dourados,corn,0,0,1,0,1,0,0,1,0,1,0,119
br,maracaju,corn,0,0,1,0,1,0,0,1,0,1,0,85.6
sy,dourados,soy,0,0,1,0,1,0,0,1,0,1,0,33.6
fp,dourados,soy,0,0,1,0,1,0,0,1,0,1,0,33.4
br,amambai,soy,0,0,1,0,1,0,0,1,0,1,0,66
vt,amambai,soy,0,0,1,0,1,0,0,1,0,1,0,64.5
7b,naviraí,corn,0,0,1,0,1,0,0,1,0,1,0,105.9
m6,dourados,soy,0,0,1,0,1,0,0,1,0,1,0,32
dk,naviraí,corn,0,0,1,0,1,0,0,1,0,1,0,105.2
br,dourados,soy,0,0,1,0,1,0,0,1,0,1,0,31.6
bs,maracaju,soy,0,0,1,0,1,0,0,1,0,1,0,42.8
fo,naviraí,corn,0,0,1,0,1,0,0,1,0,1,0,104.9
gn,dourados,corn,0,0,1,0,1,0,0,1,0,1,0,139.3
tm,dourados,soy,0,0,1,0,1,0,0,1,0,1,0,30.2
gn,maracaju,corn,0,0,1,0,1,0,0,1,0,1,0,98.2
dm,dourados,soy,0,0,1,0,1,0,0,1,0,1,0,30
br,dourados,soy,0,0,1,0,1,0,0,1,0,1,0,28
ag,amambai,corn,0,0,1,0,1,0,0,1,0,1,0,91.6
ag,naviraí,corn,0,0,1,0,1,0,0,1,0,1,0,101.3
gn,sãogabrieldooeste,corn,0,0,1,0,1,0,0,1,0,1,0,117.2
ag,dourados,corn,0,0,1,0,1,0,0,1,0,1,0,140.5
fp,dourados,soy,0,0,1,0,1,0,0,1,0,1,0,26.1
ag,maracaju,corn,0,0,1,0,1,0,0,1,0,1,0,100.3
lg,naviraí,corn,0,0,1,0,1,0,0,1,0,1,0,97.8
gn,dourados,soy,0,0,1,0,1,0,0,1,0,1,0,25.6
te,dourados,soy,0,0,1,0,1,0,0,1,0,1,0,25.4
30,naviraí,corn,0,0,1,0,1,0,0,1,0,1,0,96.6
gn,dourados,corn,0,0,1,0,1,0,0,1,0,1,0,132.6
gn,dourados,soy,0,0,1,0,1,0,0,1,0,1,0,24.3
gn,maracaju,corn,0,0,1,0,1,0,0,1,0,1,0,90.7
bg,maracaju,corn,0,0,1,0,1,0,0,1,0,1,0,100.7
in,dourados,soy,0,0,1,0,1,0,0,1,0,1,0,23.6
jm,naviraí,corn,0,0,1,0,1,0,0,1,0,1,0,89.2
jm,naviraí,corn,0,0,1,0,1,0,0,1,0,1,0,88.3
gn,sidrolândia,corn,0,0,1,0,1,0,0,1,0,1,0,136.8
pr,dourados,soy,0,0,1,0,1,0,0,1,0,1,0,21.8
2b,sãogabrieldooeste,corn,0,0,1,0,1,0,0,1,0,1,0,147.4
ns,amambai,soy,0,0,1,0,1,0,0,1,0,1,0,49.7
lg,sãogabrieldooeste,corn,0,0,1,0,1,0,0,1,0,1,0,139.1
2b,sãogabrieldooeste,corn,0,0,1,0,1,0,0,1,0,1,0,137
ag,amambai,corn,0,0,1,0,1,0,0,1,0,1,0,81.1
ag,sãogabrieldooeste,corn,0,0,1,0,1,0,0,1,0,1,0,134.5
ag,sãogabrieldooeste,corn,0,0,1,0,1,0,0,1,0,1,0,134.3
tm,amambai,soy,0,0,1,0,1,0,0,1,0,1,0,47.9
cd,amambai,soy,0,0,1,0,1,0,0,1,0,1,0,47.6
2b,sãogabrieldooeste,corn,0,0,1,0,1,0,0,1,0,1,0,132.7
sy,maracaju,soy,0,0,1,0,1,0,0,1,0,1,0,56.2
te,riobrilhante,soy,0,0,1,0,1,0,0,1,0,1,0,60.3
ns,campogrande,soy,0,0,1,0,1,0,0,1,0,1,0,72.3
tm,amambai,soy,0,0,1,0,1,0,0,1,0,1,0,45.4
ag,dourados,corn,0,0,1,0,1,0,0,1,0,1,0,141.7
lg,sãogabrieldooeste,corn,0,0,1,0,1,0,0,1,0,1,0,127.4
ce,sãogabrieldooeste,corn,0,0,1,0,1,0,0,1,0,1,0,127.2
sy,campogrande,soy,0,0,1,0,1,0,0,1,0,1,0,70.2
cd,amambai,soy,0,0,1,0,1,0,0,1,0,1,0,43.2
cd,amambai,soy,0,0,1,0,1,0,0,1,0,1,0,42.7
p3,sãogabrieldooeste,corn,0,0,1,0,1,0,0,1,0,1,0,125.4
ag,sãogabrieldooeste,corn,0,0,1,0,1,0,0,1,0,1,0,125.3
gm,amambai,soy,0,0,1,0,1,0,0,1,0,1,0,40.6
gn,amambai,soy,0,0,1,0,1,0,0,1,0,1,0,40.2
as,sidrolândia,corn,0,0,1,0,1,0,0,1,0,1,0,148.3
as,sãogabrieldooeste,corn,0,0,1,0,1,0,0,1,0,1,0,124
mg,sãogabrieldooeste,corn,0,0,1,0,1,0,0,1,0,1,0,123
ns,amambai,soy,0,0,1,0,1,0,0,1,0,1,0,37.2
gm,naviraí,soy,0,0,1,0,1,0,0,1,0,1,0,44.2
p3,sãogabrieldooeste,corn,0,0,1,0,1,0,0,1,0,1,0,122.7
fe,sãogabrieldooeste,corn,0,0,1,0,1,0,0,1,0,1,0,122.4
sy,amambai,soy,0,0,1,0,1,0,0,1,0,1,0,71.3
ns,amambai,soy,0,0,1,0,1,0,0,1,0,1,0,69.6
ag,sãogabrieldooeste,corn,0,0,1,0,1,0,0,1,0,1,0,121.1
as,sãogabrieldooeste,corn,0,0,1,0,1,0,0,1,0,1,0,121.1
gn,amambai,corn,0,0,1,0,1,0,0,1,0,1,0,92.7
sy,amambai,soy,0,0,1,0,1,0,0,1,0,1,0,68
ns,riobrilhante,soy,0,0,1,0,1,0,0,1,0,1,0,60.9
20,sãogabrieldooeste,corn,0,0,1,0,1,0,0,1,0,1,0,120.4
as,sãogabrieldooeste,corn,0,0,1,0,1,0,0,1,0,1,0,119
gn,dourados,corn,0,0,1,0,1,0,0,1,0,1,0,124.1
de,sãogabrieldooeste,corn,0,0,1,0,1,0,0,1,0,1,0,118.3
gn,maracaju,corn,0,0,1,0,1,0,0,1,0,1,0,111.4
ns,sãogabrieldooeste,corn,0,0,1,0,1,0,0,1,0,1,0,117.2
dk,sãogabrieldooeste,corn,0,0,1,0,1,0,0,1,0,1,0,116.1
gn,naviraí,corn,0,0,1,0,1,0,0,1,0,1,0,107.5
gm,sidrolândia,soy,0,0,1,0,1,0,0,1,0,1,0,53.2
rk,maracaju,soy,0,0,1,0,1,0,0,1,0,1,0,53
fo,sãogabrieldooeste,corn,0,0,1,0,1,0,0,1,0,1,0,115.3
bg,sãogabrieldooeste,corn,0,0,1,0,1,0,0,1,0,1,0,115.2
cd,riobrilhante,soy,0,0,1,0,1,0,0,1,0,1,0,51.3
rk,maracaju,soy,0,0,1,0,1,0,0,1,0,1,0,52.2
gn,sãogabrieldooeste,corn,0,0,1,0,1,0,0,1,0,1,0,113.7
gn,sidrolândia,corn,0,0,1,0,1,0,0,1,0,1,0,147.7
lg,sãogabrieldooeste,corn,0,0,1,0,1,0,0,1,0,1,0,113.6
m6,antôniojoão,soy,0,0,1,0,1,0,0,1,0,1,0,73.9
jm,sãogabrieldooeste,corn,0,0,1,0,1,0,0,1,0,1,0,113.3
mg,sãogabrieldooeste,corn,0,0,1,0,1,0,0,1,0,1,0,114.8
gn,antôniojoão,soy,0,0,1,0,1,0,0,1,0,1,0,69.8
sy,maracaju,soy,0,0,1,0,1,0,0,1,0,1,0,41.7
gm,maracaju,soy,0,0,1,0,1,0,0,1,0,1,0,40.9
cd,maracaju,soy,0,0,1,0,1,0,0,1,0,1,0,57
cd,caarapó,soy,0,0,1,0,1,0,0,1,0,1,0,59.8
sy,maracaju,soy,0,0,1,0,1,0,0,1,0,1,0,56.9
ag,dourados,corn,0,0,1,0,1,0,0,1,0,1,0,105
bg,dourados,corn,0,0,1,0,1,0,0,1,0,1,0,100.3
ag,maracaju,corn,0,0,1,0,1,0,0,1,0,1,0,97.3
bg,naviraí,corn,0,0,1,0,1,0,0,1,0,1,0,103.5
br,antôniojoão,soy,0,0,1,0,1,0,0,1,0,1,0,62.7
fp,antôniojoão,soy,0,0,1,0,1,0,0,1,0,1,0,62.6
gn,naviraí,corn,0,0,1,0,1,0,0,1,0,1,0,119.8
m6,maracaju,soy,0,0,1,0,1,0,0,1,0,1,0,53.8
cd,maracaju,soy,0,0,1,0,1,0,0,1,0,1,0,53.6
as,dourados,corn,0,0,1,0,1,0,0,1,0,1,0,119.6
as,maracaju,corn,0,0,1,0,1,0,0,1,0,1,0,106.8
as,naviraí,corn,0,0,1,0,1,0,0,1,0,1,0,110.5
br,maracaju,soy,0,0,1,0,1,0,0,1,0,1,0,51.6
as,sidrolândia,corn,0,0,1,0,1,0,0,1,0,1,0,137.2
ag,sidrolândia,corn,0,0,1,0,1,0,0,1,0,1,0,148.2
ag,sidrolândia,corn,0,0,1,0,1,0,0,1,0,1,0,148.1
2b,sidrolândia,corn,0,0,1,0,1,0,0,1,0,1,0,147.9
fo,sidrolândia,corn,0,0,1,0,1,0,0,1,0,1,0,147.9
bg,sãogabrieldooeste,corn,0,0,1,0,1,0,0,1,0,1,0,127.2
mg,sidrolândia,corn,0,0,1,0,1,0,0,1,0,1,0,146.3
ag,sidrolândia,corn,0,0,1,0,1,0,0,1,0,1,0,144.8
tm,dourados,soy,0,0,1,0,1,0,0,1,0,1,0,34.1
tm,antôniojoão,soy,0,0,1,0,1,0,0,1,0,1,0,59.4
fp,antôniojoão,soy,0,0,1,0,1,0,0,1,0,1,0,59.1
bg,dourados,corn,0,0,1,0,1,0,0,1,0,1,0,105.4
bg,maracaju,corn,0,0,1,0,1,0,0,1,0,1,0,99.4
bg,naviraí,corn,0,0,1,0,1,0,0,1,0,1,0,109.8
gn,maracaju,soy,0,0,1,0,1,0,0,1,0,1,0,45.8
br,antôniojoão,soy,0,0,1,0,1,0,0,1,0,1,0,56.1
5d,maracaju,soy,0,0,1,0,1,0,0,1,0,1,0,45.3
as,amambai,corn,0,0,1,0,1,0,0,1,0,1,0,106.7
pr,sãogabrieldooeste,soy,0,0,1,0,1,0,0,1,0,1,0,76.2
bs,maracaju,soy,0,0,1,0,1,0,0,1,0,1,0,42.3
sy,maracaju,soy,0,0,1,0,1,0,0,1,0,1,0,41.8
bg,sidrolândia,corn,0,0,1,0,1,0,0,1,0,1,0,137.2
cd,bonito,soy,0,0,1,0,1,0,0,1,0,1,0,59.7
tr,sidrolândia,corn,0,0,1,0,1,0,0,1,0,1,0,136.9
cd,bonito,soy,0,0,1,0,1,0,0,1,0,1,0,57.1
ns,bonito,soy,0,0,1,0,1,0,0,1,0,1,0,56.7
in,bonito,soy,0,0,1,0,1,0,0,1,0,1,0,56.2
br,bonito,soy,0,0,1,0,1,0,0,1,0,1,0,55.8
sy,maracaju,soy,0,0,1,0,1,0,0,1,0,1,0,38.2
9b,sidrolândia,corn,0,0,1,0,1,0,0,1,0,1,0,135.3
gn,amambai,corn,0,0,1,0,1,0,0,1,0,1,0,97.1
dk,amambai,corn,0,0,1,0,1,0,0,1,0,1,0,97
bg,sidrolândia,corn,0,0,1,0,1,0,0,1,0,1,0,133.5
as,amambai,corn,0,0,1,0,1,0,0,1,0,1,0,96
bg,amambai,corn,0,0,1,0,1,0,0,1,0,1,0,95.8
lg,amambai,corn,0,0,1,0,1,0,0,1,0,1,0,95.6
tm,maracaju,soy,0,0,1,0,1,0,0,1,0,1,0,63.8
bg,dourados,corn,0,0,1,0,1,0,0,1,0,1,0,123.8
vt,riobrilhante,soy,0,0,1,0,1,0,0,1,0,1,0,58.9
bg,naviraí,corn,0,0,1,0,1,0,0,1,0,1,0,113.3
fp,maracaju,soy,0,0,1,0,1,0,0,1,0,1,0,60.1
2b,naviraí,corn,0,0,1,0,1,0,0,1,0,1,0,96.6
cd,maracaju,soy,0,0,1,0,1,0,0,1,0,1,0,59.3
tm,maracaju,soy,0,0,1,0,1,0,0,1,0,1,0,59
2b,sãogabrieldooeste,corn,0,0,1,0,1,0,0,1,0,1,0,120.6
sy,maracaju,soy,0,0,1,0,1,0,0,1,0,1,0,58.8
2b,sidrolândia,corn,0,0,1,0,1,0,0,1,0,1,0,126.2
pr,maracaju,soy,0,0,1,0,1,0,0,1,0,1,0,58.4
br,maracaju,soy,0,0,1,0,1,0,0,1,0,1,0,58.4
in,maracaju,soy,0,0,1,0,1,0,0,1,0,1,0,58.3
fp,maracaju,soy,0,0,1,0,1,0,0,1,0,1,0,58.2
gn,maracaju,soy,0,0,1,0,1,0,0,1,0,1,0,58.1
5d,maracaju,soy,0,0,1,0,1,0,0,1,0,1,0,56.9
sy,maracaju,soy,0,0,1,0,1,0,0,1,0,1,0,56.5
br,campogrande,soy,0,0,1,0,1,0,0,1,0,1,0,74.8
5d,maracaju,soy,0,0,1,0,1,0,0,1,0,1,0,56.1
dm,maracaju,soy,0,0,1,0,1,0,0,1,0,1,0,55.3
pr,maracaju,soy,0,0,1,0,1,0,0,1,0,1,0,55.2
tr,amambai,corn,0,0,1,0,1,0,0,1,0,1,0,81.9
im,dourados,corn,0,0,1,0,1,0,0,1,0,1,0,114.7
20,dourados,corn,0,0,1,0,1,0,0,1,0,1,0,127.4
im,maracaju,corn,0,0,1,0,1,0,0,1,0,1,0,100.2
20,maracaju,corn,0,0,1,0,1,0,0,1,0,1,0,75.4
as,naviraí,corn,0,0,1,0,1,0,0,1,0,1,0,108.7
ag,amambai,corn,0,0,1,0,1,0,0,1,0,1,0,77.2
pr,amambai,corn,0,0,1,0,1,0,0,1,0,1,0,76.1
as,sãogabrieldooeste,corn,0,0,1,0,1,0,0,1,0,1,0,115.2
fo,amambai,corn,0,0,1,0,1,0,0,1,0,1,0,72.8
te,sidrolândia,soy,0,0,1,0,1,0,0,1,0,1,0,63.6
ag,amambai,corn,0,0,1,0,1,0,0,1,0,1,0,71.3
as,amambai,corn,0,0,1,0,1,0,0,1,0,1,0,85.5
gn,bonito,soy,0,0,1,0,1,0,0,1,0,1,0,57.3
br,riobrilhante,soy,0,0,1,0,1,0,0,1,0,1,0,54.6
2b,dourados,corn,0,0,1,0,1,0,0,1,0,1,0,150.6
bg,dourados,corn,0,0,1,0,1,0,0,1,0,1,0,146.1
mg,dourados,corn,0,0,1,0,1,0,0,1,0,1,0,145.1
vt,maracaju,soy,0,0,1,0,1,0,0,1,0,1,0,57.3
p3,maracaju,corn,0,0,1,0,1,0,0,1,0,1,0,92.7
ag,sãogabrieldooeste,corn,0,0,1,0,1,0,0,1,0,1,0,120.7
ns,riobrilhante,soy,0,0,1,0,1,0,0,1,0,1,0,45.1
sy,riobrilhante,soy,0,0,1,0,1,0,0,1,0,1,0,60.8
bg,sãogabrieldooeste,corn,0,0,1,0,1,0,0,1,0,1,0,120.7
br,riobrilhante,soy,0,0,1,0,1,0,0,1,0,1,0,59.4
bg,maracaju,corn,0,0,1,0,1,0,0,1,0,1,0,90.6
p3,dourados,corn,0,0,1,0,1,0,0,1,0,1,0,136.4
30,dourados,corn,0,0,1,0,1,0,0,1,0,1,0,121.9
