material,site,species,rain_q1.low,rain_q1.med,rain_q1.high,rain_q2.norain,rain_q2.low,rain_q2.med,rain_q3.norain,rain_q3.low,rain_q4.low,rain_q4.med,rain_q4.high,productivity
br,aralmoreira,soy,0,0,1,1,0,0,0,1,0,0,1,38
br,aralmoreira,soy,0,0,1,1,0,0,0,1,0,0,1,35
vm,aralmoreira,soy,0,0,1,1,0,0,0,1,0,0,1,34.4
br,aralmoreira,soy,0,0,1,1,0,0,0,1,0,0,1,34.1
br,aralmoreira,soy,0,0,1,1,0,0,0,1,0,0,1,33.7
ft,aralmoreira,soy,0,0,1,1,0,0,0,1,0,0,1,31.9
cd,aralmoreira,soy,0,0,1,1,0,0,0,1,0,0,1,31.1
cd,aralmoreira,soy,0,0,1,1,0,0,0,1,0,0,1,28.1
br,aralmoreira,soy,0,0,1,1,0,0,0,1,0,0,1,27.8
br,aralmoreira,soy,0,0,1,1,0,0,0,1,0,0,1,26.9
br,aralmoreira,soy,0,0,1,1,0,0,0,1,0,0,1,25.9
ms,aralmoreira,soy,0,0,1,1,0,0,0,1,0,0,1,25.3
cd,aralmoreira,soy,0,0,1,1,0,0,0,1,0,0,1,22.7
ro,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,75.2
br,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,73.7
na,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,73.5
br,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,72.8
na,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,72.1
br,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,70.6
ft,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,69.5
br,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,68.6
ms,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,68.2
vm,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,67.5
br,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,67.5
br,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,66.9
fp,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,66.8
br,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,63.8
na,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,63.6
br,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,62.9
vm,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,61.9
cd,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,60.9
br,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,60.8
cd,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,59.9
cd,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,59.3
br,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,59
cd,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,58.8
ms,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,58.4
na,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,66.8
na,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,65.3
br,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,61.7
na,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,58.7
br,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,58.6
fp,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,57.9
cd,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,57.9
br,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,56.3
na,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,55.3
br,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,55.2
cd,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,55.1
cd,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,52.7
br,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,51.8
br,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,51.6
m6,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,51.4
br,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,51.1
ft,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,51
br,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,51
vm,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,50.7
vm,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,50.7
cd,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,50.3
fp,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,49.7
cd,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,49.1
tm,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,48.9
br,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,48.7
br,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,46.4
br,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,42
ms,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,35.9
cd,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,32.6
br,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,68.8
vm,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,67.6
br,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,65.4
br,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,64.9
cd,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,64.5
br,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,64.5
br,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,63.9
br,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,63.3
vm,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,63.1
br,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,62.7
br,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,61.6
br,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,60.6
br,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,56.5
br,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,55.6
ms,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,53.3
ft,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,51.4
cd,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,49.6
cd,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,48.3
br,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,43.5
br,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,43.4
br,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,42.1
br,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,40.7
vm,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,38.9
br,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,37.8
br,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,36.4
br,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,36.2
ms,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,33.1
cd,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,30.6
br,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,29.9
ft,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,27.8
br,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,26.5
cd,caarapó,soy,0,0,1,1,0,0,0,1,0,0,1,25.3
br,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,74.3
na,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,72.8
na,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,68.7
br,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,68.2
ro,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,68.1
na,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,68
br,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,67.9
ft,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,62.4
br,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,61.3
ft,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,61
br,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,60.5
br,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,58.9
cd,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,58.5
vm,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,57.5
ms,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,57.3
br,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,56.7
cd,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,56.2
cd,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,55.7
vm,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,55.6
br,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,55.6
ms,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,54.9
na,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,54
cd,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,53
br,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,52
fp,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,45.7
br,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,43.4
vm,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,76.2
br,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,75.1
br,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,75
fp,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,72.8
br,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,72.7
br,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,72.7
tm,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,71.2
ms,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,71
ig,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,70.7
na,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,70.6
ig,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,69.4
ig,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,69
fp,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,68.4
na,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,68
m6,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,67.4
br,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,67
br,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,66.7
br,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,66.5
5d,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,66.3
br,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,66.3
vm,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,66.3
cd,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,65.9
na,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,65.7
ms,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,65.6
5d,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,65.5
cd,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,65.5
cd,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,65.5
tm,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,64.9
ig,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,64.8
ig,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,64.8
na,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,64.7
cd,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,64.7
tm,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,64.6
ft,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,64.5
cd,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,64.5
ft,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,63.8
ms,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,63.2
br,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,62.5
cd,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,62.3
ft,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,62
na,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,61.7
br,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,61.5
tm,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,61.4
cd,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,60.6
br,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,60.4
tm,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,59.7
5d,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,57.7
tm,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,55.5
tm,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,55.2
5d,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,54.8
m6,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,52.2
cd,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,47.3
br,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,66.8
br,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,65.8
br,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,64.7
br,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,64.7
br,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,64.1
br,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,63.5
br,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,63.5
br,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,63.5
cd,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,63.4
vm,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,60.7
vm,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,59.7
br,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,58.5
ft,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,57.5
br,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,53.5
br,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,53
ms,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,47.6
cd,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,45
br,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,57.3
vm,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,56.7
br,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,53.1
cd,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,50.3
br,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,50.3
br,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,49.1
br,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,48.9
br,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,47.3
br,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,47.2
ft,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,46.2
br,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,45.9
vm,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,44.7
br,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,43.9
cd,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,43.1
ms,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,42.7
br,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,37.2
cd,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,35.8
br,dourados,soy,0,0,1,1,0,0,0,1,0,0,1,29
br,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,74.1
na,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,72.7
fp,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,71.2
ms,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,70.5
br,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,70.1
na,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,69.5
br,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,66.2
br,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,66.2
vm,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,65
br,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,64.8
br,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,64.6
ft,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,63.7
br,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,62.7
vm,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,62.2
cd,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,60.9
br,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,60.5
br,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,59.8
br,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,59.5
cd,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,57.3
br,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,55.7
cd,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,52.3
ig,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,69.9
br,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,69.6
br,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,68.7
br,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,68.6
cd,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,68.3
m6,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,68.3
na,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,68
br,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,68
br,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,67.8
na,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,67.1
cd,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,66.7
ft,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,66.6
br,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,66.5
cd,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,66.4
ig,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,66.2
fp,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,66.1
ig,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,66
fp,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,65.6
5d,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,65.5
br,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,65.4
na,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,65
ig,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,64.9
na,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,64.5
ig,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,63.3
5d,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,63.2
5d,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,63.1
na,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,62.8
cd,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,62.6
vm,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,62.5
ms,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,61.7
ms,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,61.5
sy,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,61.4
sy,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,61.2
cd,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,60.9
vm,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,60.8
br,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,59.6
br,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,59.3
na,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,59.3
br,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,59.1
cd,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,58.9
ms,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,56.3
cd,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,55.6
ft,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,54.7
5d,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,54.6
m6,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,53.6
cd,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,48.8
br,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,71.6
br,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,71.2
br,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,69.2
br,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,68.7
sy,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,66.4
br,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,66.3
br,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,66.2
sy,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,65.9
5d,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,65.6
vm,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,65.6
br,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,65
br,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,64.5
cd,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,63.6
br,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,63.6
fp,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,63.3
na,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,62.3
cd,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,62.1
br,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,62.1
ft,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,61.1
ft,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,60.9
na,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,60.9
m6,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,60.8
5d,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,59.9
nk,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,59.9
ms,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,59.7
na,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,59.6
na,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,59.3
ft,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,59.3
5d,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,58.7
vm,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,58.6
br,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,58.4
cd,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,58
m6,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,57.4
na,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,56.3
cd,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,56.1
br,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,56
na,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,55.9
br,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,53.8
5d,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,53.4
cd,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,52.5
cd,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,52.2
br,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,48.3
br,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,47.3
ft,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,46.5
vm,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,44.9
cd,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,44.4
br,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,44.2
br,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,44
vm,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,43.8
br,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,43
br,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,40.7
br,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,36.9
ms,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,34.7
cd,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,34
br,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,33.7
br,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,31
cd,maracaju,soy,0,0,1,1,0,0,0,1,0,0,1,27
na,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,86.1
br,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,83.8
br,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,82.8
ft,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,79.3
ro,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,77.2
br,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,75.7
na,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,74.7
cd,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,71.9
br,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,71
vm,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,70.7
vm,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,68.9
fp,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,68.9
cd,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,68.7
ms,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,68.3
br,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,68
br,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,67.5
br,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,67.4
na,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,67.1
ms,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,67
na,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,63.8
cd,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,63.4
br,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,63.3
br,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,59.4
cd,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,55.4
br,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,51.1
na,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,75.1
fp,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,74.5
br,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,71.9
fp,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,70.9
br,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,69.1
vm,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,68.9
sy,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,68.6
cd,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,67.2
sy,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,66.7
br,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,66.5
ft,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,66.1
na,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,65.5
cd,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,64.9
ms,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,64.6
sy,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,64
cd,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,63.9
cd,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,63.4
tm,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,63.4
ms,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,63
m6,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,62.8
br,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,62
br,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,61.7
cd,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,60.6
cd,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,60.4
br,naviraí,soy,0,0,1,1,0,0,0,1,0,0,1,60.3
